#Time;Degrees
0	0
0.00005	2.23547E-08
0.0001	8.94396E-08
0.00015	2.01286E-07
0.0002	3.57925E-07
0.00025	5.59388E-07
0.0003	8.05707E-07
0.00035	1.09691E-06
0.0004	1.43303E-06
0.00045	1.81411E-06
0.0005	2.24016E-06
0.00055	2.71122E-06
0.0006	3.22733E-06
0.00065	3.78851E-06
0.0007	4.3948E-06
0.00075	5.04622E-06
0.0008	5.74281E-06
0.00085	6.4846E-06
0.0009	7.27162E-06
0.00095	8.10391E-06
0.001	8.98148E-06
0.00105	9.90438E-06
0.0011	1.08726E-05
0.00115	1.18863E-05
0.0012	1.29453E-05
0.00125	1.40499E-05
0.0013	1.51998E-05
0.00135	1.63953E-05
0.0014	1.76364E-05
0.00145	1.8923E-05
0.0015	2.02552E-05
0.00155	2.16331E-05
0.0016	2.30566E-05
0.00165	2.45259E-05
0.0017	2.60408E-05
0.00175	2.76015E-05
0.0018	2.92081E-05
0.00185	3.08604E-05
0.0019	3.25586E-05
0.00195	3.43027E-05
0.002	3.60927E-05
0.00205	3.79286E-05
0.0021	3.98106E-05
0.00215	4.17385E-05
0.0022	4.37125E-05
0.00225	4.57326E-05
0.0023	4.77987E-05
0.00235	4.99111E-05
0.0024	5.20695E-05
0.00245	5.42742E-05
0.0025	5.65251E-05
0.00255	5.88223E-05
0.0026	6.11657E-05
0.00265	6.35555E-05
0.0027	6.59917E-05
0.00275	6.84742E-05
0.0028	7.10032E-05
0.00285	7.35786E-05
0.0029	7.62004E-05
0.00295	7.88688E-05
0.003	8.15838E-05
0.00305	8.43453E-05
0.0031	8.71534E-05
0.00315	9.00082E-05
0.0032	9.29096E-05
0.00325	9.58577E-05
0.0033	9.88526E-05
0.00335	0.000101894
0.0034	0.000104983
0.00345	0.000108118
0.0035	0.0001113
0.00355	0.000114529
0.0036	0.000117805
0.00365	0.000121128
0.0037	0.000124498
0.00375	0.000127914
0.0038	0.000131378
0.00385	0.000134889
0.0039	0.000138447
0.00395	0.000142053
0.004	0.000145705
0.00405	0.000149404
0.0041	0.000153151
0.00415	0.000156945
0.0042	0.000160787
0.00425	0.000164675
0.0043	0.000168611
0.00435	0.000172595
0.0044	0.000176626
0.00445	0.000180704
0.0045	0.00018483
0.00455	0.000189003
0.0046	0.000193224
0.00465	0.000197492
0.0047	0.000201808
0.00475	0.000206172
0.0048	0.000210583
0.00485	0.000215043
0.0049	0.000219549
0.00495	0.000224104
0.005	0.000228706
0.00505	0.000233356
0.0051	0.000238054
0.00515	0.0002428
